special_ability_phases_tables	35
duration	effect_type	id	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	heal_amount_duplicate	damage_chance	damage_amount	max_damaged_entities	heal_amount	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	recharge_time	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group
22.0	negative	wh2_dlc13_weapon_abilities_nordland_runefang		false	false	false	0.0	0.0	0.0	0.5	0	0.15	3	9	0	false	0.0	0.0	false	0		wh_main_hero_abilities_accusation	wh_ability_negative_aoe	-1.0	false	true	true	0.0	
27.0	positive	wh2_dlc13_weapon_abilities_ostermark_runefang		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_shadow_buff_attack_passive	wh_ability_positive_aoe	-1.0	false	true	true	0.0	
38.0	positive	wh2_dlc13_weapon_abilities_ostland_runefang		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
41.0	positive	wh2_dlc13_weapon_abilities_talabecland_runefang		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0	wh_dlc06_unit_contact_sundered_armour	wh_main_shadow_buff_attack_passive	wh_ability_positive	-1.0	false	true	true	0.0	
29.0	negative	wh2_dlc13_weapon_abilities_wissenland_runefang		false	false	false	0.09	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_attack_passive	wh_ability_negative	-1.0	false	true	true	0.0	
-1.0	negative	wh2_dlc13_weapon_passive_solland_runefang		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_attack_passive		-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc13_weapon_passive_stirland_runefang		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack_passive		-1.0	false	true	true	0.0	
30.0	positive	wh2_dlc14_character_abilities_from_the_shadows		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence	wh_ability_positive	-1.0	false	true	false	0.0	
-1.0	negative	wh2_dlc14_character_abilities_henri_le_massif_exploit_weakness		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_defence	wh_ability_negative_aoe	-1.0	false	false	true	0.0	
-1.0	negative	wh2_dlc14_character_passive_discombobulate		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_morale_passive	wh_ability_negative_aoe	-1.0	false	false	true	0.0	
10.0	negative	wh2_dlc14_contact_maddening		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	false	true	0.0	
-1.0	negative	wh2_dlc14_item_passive_idol_of_darkness		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_main_generic_buff_speed_passive		-1.0	false	true	true	0.0	
-1.0	negative	wh2_dlc14_item_passive_the_cloak_of_shadows		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_defence_passive		-1.0	false	true	true	0.0	
17.0	positive	wh2_dlc14_lord_abilities_beastslaver		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
9.0	positive	wh2_dlc14_lord_abilities_bloodstorm		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0			wh_ability_positive_one_shot	-1.0	false	true	true	0.0	
7.0	negative	wh2_dlc14_lord_abilities_deathmasters_sigil		false	true	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0			wh_ability_negative_one_shot	-1.0	false	true	true	0.0	
31.0	negative	wh2_dlc14_lord_abilities_looming_dread		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_defence	wh_ability_negative	-1.0	false	true	true	0.0	
9.0	negative	wh2_dlc14_lord_abilities_reaper_of_souls		false	false	false	0.0	0.0	0.0	1.0	0	0.5	72	1	0	false	0.0	0.0	false	0		wh2_dlc14_abilities_reaper_of_souls	wh2_dlc14_ability_reaper_of_souls	-1.0	false	true	true	0.0	
9.0	positive	wh2_dlc14_lord_abilities_reaper_of_souls_miscast		false	false	false	0.0	0.0	0.0	0.5	24	0.0	0	0	24	false	0.0	0.0	false	0				-1.0	false	true	false	0.0	
22.0	positive	wh2_dlc14_lord_abilities_the_blood_price		false	false	false	0.0	0.0	0.0	2.0	0	0.75	60	1	0	false	0.0	0.0	false	0		wh2_dlc14_lord_abilities_the_blood_price	wh2_dlc14_ability_blood_price	-1.0	false	true	true	0.0	
12.0	negative	wh2_dlc14_lord_abilities_the_daemons_curse		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	1	0	false	0.0	0.0	false	0		wh2_dlc14_lord_abilities_the_daemons_curse	wh2_dlc14_ability_daemons_curse	-1.0	false	true	true	0.0	
12.0	negative	wh2_dlc14_lord_abilities_the_daemons_curse_miscast		false	false	false	0.0	0.0	0.0	2.0	0	0.75	110	1	0	false	0.0	0.0	false	0				-1.0	false	true	false	0.0	
21.0	positive	wh2_dlc14_lord_abilities_whiplash		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc14_lord_passive_fleur_de_lys_banner		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_attack_passive		-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc14_lord_passive_tzarkan		true	false	false	0.0	0.0	0.0	1.0	0	0.5	45	1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
8.0	negative	wh2_dlc14_lore_passive_toxic_rain		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
14.0	negative	wh2_dlc14_spell_ruin_flensing_ruin		false	false	false	0.0	0.0	0.0	2.0	0	0.5	144	1	0	false	0.0	0.0	false	0		wh2_dlc14_spell_ruin_flensing_ruin	wh2_dlc14_spell_ruin_flensing_ruin	-1.0	false	true	true	0.0	
22.0	negative	wh2_dlc14_spell_ruin_flensing_ruin_upgraded		false	false	false	0.0	0.0	0.0	2.0	0	0.5	144	1	0	false	0.0	0.0	false	0		wh2_dlc14_spell_ruin_flensing_ruin	wh2_dlc14_spell_ruin_flensing_ruin	-1.0	false	true	true	0.0	
33.0	positive	wh2_dlc14_spell_stealth_armour_of_darkness		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0		wh2_dlc14_spell_stealth_armour_of_darkness	wh2_dlc14_spell_stealth_armour_of_darkness	-1.0	false	true	true	0.0	
33.0	positive	wh2_dlc14_spell_stealth_armour_of_darkness_upgraded		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0		wh2_dlc14_spell_stealth_armour_of_darkness	wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	-1.0	false	true	true	0.0	
39.0	negative	wh2_dlc14_spell_stealth_brittle_bone		false	false	false	0.09	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc14_spell_stealth_brittle_bone	wh2_dlc14_spell_stealth_brittle_bone	-1.0	false	true	true	0.0	
39.0	negative	wh2_dlc14_spell_stealth_brittle_bone_upgraded		false	false	false	0.09	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc14_spell_stealth_brittle_bone	wh2_dlc14_spell_stealth_brittle_bone_upgraded	-1.0	false	true	true	0.0	
12.0	negative	wh2_dlc14_spell_stealth_veil_of_shadows		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	false	true	0.0	
60.0	positive	wh2_dlc14_unit_abilities_doppelgang		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0			wh2_dlc14_ability_doppelgang	-1.0	false	true	false	0.0	
13.0	negative	wh2_dlc14_unit_abilities_seismic_snare		false	true	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc14_abilities_seismic_snare		-1.0	false	true	true	0.0	
7.0	negative	wh2_dlc14_unit_abilities_wail_of_malice		false	false	false	0.0	0.0	0.0	1.0	0	0.18	9	18	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
17.0	negative	wh2_dlc14_unit_abilities_warp_quake		false	false	false	0.0	0.0	0.0	0.5	0	0.18	4	18	0	false	0.0	0.0	false	0		wh2_dlc14_spell_ruin_flensing_ruin		-1.0	false	true	true	0.0	
10.0	negative	wh2_dlc14_unit_contact_poisoned_wind		false	false	false	0.0	0.0	0.0	0.5	0	0.5	1	28	0	false	0.0	0.0	false	0		wh2_dlc14_spell_stealth_brittle_bone		-1.0	false	true	true	0.0	
10.0	negative	wh2_dlc14_unit_contact_poisoned_wind_alt		false	false	false	0.0	0.0	0.0	0.5	0	0.5	1	28	0	false	0.0	0.0	false	0		wh2_dlc14_spell_stealth_brittle_bone		-1.0	false	true	true	0.0	
-1.0	negative	wh2_dlc14_unit_passive_aura_of_agony		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_defence_passive		-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc14_unit_passive_aura_of_ardour		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack_passive		-1.0	false	true	true	0.0	
-1.0	negative	wh2_dlc14_unit_passive_barbed_net		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_defence_passive		-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc14_unit_passive_crowfeast		false	false	false	0.0	0.0	0.0	0.5	2	0.0	0	0	2	false	0.0	0.0	false	0		wh2_dlc14_def_crowfeast		-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc14_unit_passive_duck_and_weave		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_passive		-1.0	false	true	true	0.0	
60.0	negative	wh2_dlc14_unit_passive_unbinding_eshin_triads_ror_1		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0			wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	-1.0	false	true	true	0.0	
-1.0	negative	wh2_dlc14_unit_passive_unbinding_eshin_triads_ror_2		false	false	false	0.0	0.0	0.0	1.0	0	1.0	64	-1	0	false	0.0	0.0	false	0			wh2_dlc13_ability_summon_unbinding_generic_small_phase_02	-1.0	true	true	true	0.0	
40.0	negative	wh2_dlc14_unit_passive_unbinding_stormvermin_0		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0		wh_main_bound_entity_energy_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	-1.0	false	true	true	0.0	
50.0	negative	wh2_dlc14_unit_passive_unbinding_stormvermin_1		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0		wh_main_bound_entity_energy_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	-1.0	false	true	true	0.0	
24.0	positive	wh2_dlc14_weapon_abilities_sword_of_lyonesse		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc14_weapon_abilities_warpsword_of_khaine		false	false	false	0.0	0.0	0.0	0.5	4	0.0	0	0	4	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
5.0	negative	wh2_dlc14_weapon_abilities_whirl_of_weeping_blades		false	true	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	false	0.0	
17.0	negative	wh2_dlc15_abilities_fermented_fungi		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc15_abilities_fermented_fungi	wh2_dlc15_ability_fermented_fungi	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_azhags_big_waaagh		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_azhags_waaagh		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_big_waaagh		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
30.0	positive	wh2_dlc15_army_abilities_envelop_in_mist		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc15_ability_envelop_in_mist	wh2_dlc15_ability_envelop_in_mist	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_grimgors_big_waaagh		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_grimgors_waaagh		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_groms_big_waaagh		false	false	false	0.0	0.0	0.0	0.5	12	0.0	0	-1	12	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_groms_waaagh		false	false	false	0.0	0.0	0.0	0.5	12	0.0	0	-1	12	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
12.0	negative	wh2_dlc15_army_abilities_invocation_of_ending		false	false	false	0.0	0.0	30.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0		wh2_main_generic_debuff_wom	wh_ability_negative_aoe	-1.0	false	true	true	0.0	
21.0	positive	wh2_dlc15_army_abilities_oath_of_replenishment		false	false	false	-0.09	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence	wh_ability_positive_aoe_army_wide	-1.0	false	true	true	0.3	
21.0	positive	wh2_dlc15_army_abilities_oath_of_replenishment_upgraded		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence	wh_ability_positive_aoe_army_wide	-1.0	false	true	true	0.3	
18.0	positive	wh2_dlc15_army_abilities_skarsniks_big_waaagh		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_skarsniks_waaagh		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
15.0	positive	wh2_dlc15_army_abilities_unleash_the_winds		false	false	false	0.0	0.0	-30.0	0.0	0	0.0	0	-1	0	false	2.0	50.0	false	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_banner	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_waaagh		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_wurrzags_big_waaagh		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
18.0	positive	wh2_dlc15_army_abilities_wurrzags_waaagh		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_banner_passive_da_immortulz		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_passive		-1.0	false	true	true	0.0	
36.0	positive	wh2_dlc15_character_abilities_sausage_busta		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_waaagh	wh_main_character_abilities_waaagh	-1.0	false	true	true	0.0	
7.0	positive	wh2_dlc15_character_abilities_slimy_smoothie		false	false	false	0.0	0.0	0.0	0.5	24	0.0	0	0	24	false	0.0	0.0	false	0		wh_dlc05_spell_life_earth_blood	wh_ability_positive_aoe	-1.0	false	true	true	0.0	
29.0	negative	wh2_dlc15_character_abilities_they_needs_stabbin		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_defence	wh_ability_negative_banner	-1.0	false	true	true	0.0	
25.0	negative	wh2_dlc15_character_abilities_wardens_cage		false	true	false	0.0	0.0	0.0	1.0	0	0.0	20	1	0	false	0.0	0.0	false	0		wh2_dlc15_abilities_wardens_cage	wh2_dlc15_ability_wardens_cage	-1.0	false	true	true	0.0	
15.0	negative	wh2_dlc15_hero_abilites_mither		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0		wh_main_generic_debuff_morale	wh_ability_negative	-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_hero_passive_ballistics_instructor		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_ward_save_missile_passive		-1.0	false	true	true	0.0	
20.0	positive	wh2_dlc15_item_abilities_armour_of_caledor		false	true	false	-1.0	0.0	-120.0	0.5	25	0.0	0	-1	25	false	0.0	0.0	false	0		wh_main_generic_buff_attack_banner	wh_ability_positive	-1.0	false	true	true	0.0	
38.0	positive	wh2_dlc15_item_abilities_azhags_ard_armour		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence	wh_ability_positive	-1.0	false	true	true	0.0	
12.0	positive	wh2_dlc15_item_abilities_blood_forged_armour		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0			wh_ability_positive_one_shot	-1.0	false	true	true	0.0	
17.0	positive	wh2_dlc15_item_abilities_helm_of_yvresse		true	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc15_ability_helm_of_yvresse	wh2_dlc15_ability_helm_of_yvreese	-1.0	false	true	true	0.0	
30.0	positive	wh2_dlc15_item_abilities_lucky_banner		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_passive		-1.0	false	false	true	0.0	
14.0	negative	wh2_dlc15_item_abilities_vine_dragon_scale		false	true	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc15_ability_vine_dragon_scale	wh2_dlc15_ability_dragon_vine_scales	-1.0	false	true	true	0.0	
28.0	negative	wh2_dlc15_lord_abilities_bad_trip		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_defence	wh_ability_negative_one_shot	-1.0	false	true	true	0.0	
20.0	positive	wh2_dlc15_lord_abilities_da_great_un_iz_ere		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence	wh_ability_positive	-1.0	false	true	true	0.0	
18.0	negative	wh2_dlc15_lord_abilities_dont_even_try_it		false	false	false	0.0	0.0	15.0	2.0	0	0.5	144	1	0	false	0.0	0.0	false	0		wh_main_generic_hp_damage_passive	wh_ability_negative_one_shot	-1.0	false	true	true	0.0	
16.0	positive	wh2_dlc15_lord_abilities_dragonhorn		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive_aoe_army_wide	-1.0	false	true	true	0.0	
22.0	negative	wh2_dlc15_lord_abilities_lord_of_dragons		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_attack	wh_ability_negative	-1.0	false	false	true	0.0	
18.0	positive	wh2_dlc15_lord_abilities_smash_em_faster		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive_aoe	-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_lord_abilities_wardens_stand		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_morale_passive		-1.0	false	true	true	0.0	
24.0	negative	wh2_dlc15_lord_abilities_youre_next		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_debuff_defence	wh_ability_negative	-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_lord_passive_best_of_da_best		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_passive		-1.0	false	true	true	0.0	
30.0	positive	wh2_dlc15_lord_passive_language_of_da_boyz		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_morale_attack_passive		-1.0	false	true	false	0.0	
3.0	positive	wh2_dlc15_lord_passive_mistwalkers_barrage		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_unit_abilities_exploding_unit		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc11_unit_passive_extra_powder		-1.0	false	true	true	0.0	
25.0	negative	wh2_dlc15_unit_abilities_mighty_roar		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc15_unit_abilities_mighty_roar	wh_ability_negative_aoe	-1.0	false	false	true	0.0	
40.0	positive	wh2_dlc15_unit_abilities_mimic_cold_blooded		false	false	false	-1.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0		wh2_main_character_abilities_cold_blooded	wh2_main_ability_cold_blooded	-1.0	false	true	true	0.0	
50.0	positive	wh2_dlc15_unit_abilities_mimic_grand_hammer_of_faith		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1.0	false	true	true	0.0	
1.0	positive	wh2_dlc15_unit_abilities_rock_bottom		false	false	false	0.0	0.0	0.0	1.0	0	1.0	350	1	0	false	0.0	0.0	false	0			wh_ability_positive	-1.0	false	true	true	0.3	
60.0	positive	wh2_dlc15_unit_active_mimic_ruinshelter		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack		-1.0	false	true	true	0.0	
10.0	negative	wh2_dlc15_unit_contact_nightgoblin_poison		false	false	false	0.0	0.0	0.0	0.5	0	0.5	1	10	0	false	0.0	0.0	false	0				-1.0	false	false	true	0.0	
10.0	negative	wh2_dlc15_unit_contact_orrible_smell		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0				-1.0	false	false	true	0.0	
20.0	negative	wh2_dlc15_unit_contact_rattled		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0				-1.0	false	false	true	0.0	
10.0	negative	wh2_dlc15_unit_contact_scorched		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0				-1.0	false	false	true	0.0	
20.0	negative	wh2_dlc15_unit_contact_shackolot_breath		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0				-1.0	false	false	true	0.0	
-1.0	positive	wh2_dlc15_unit_passive_ghostly_protection		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
1.0	positive	wh2_dlc15_unit_passive_giant_explodin_spores		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack		-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_unit_passive_grim_discipline		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_unit_passive_heavy_ammo		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_unit_passive_ignore_pain		false	false	false	0.0	0.0	0.0	0.5	2	0.0	0	0	2	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_unit_passive_immense_power		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0	wh_dlc06_unit_contact_sundered_armour			-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_unit_passive_journeys_end		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack_passive		-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_unit_passive_mimic_ethereal		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_unit_passive_mimic_forest_walker		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_unit_passive_monstrous_disease		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0	wh_main_unit_contact_morale			-1.0	false	true	true	0.0	
-1.0	positive	wh2_dlc15_unit_passive_nightgoblin_poison		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0	wh2_dlc15_unit_contact_nightgoblin_poison			-1.0	false	true	true	0.0	
